ID,Area,User Story,Expected Behavior (as implemented),Status,Defects,Defect Type,Evidence,Source References,Open Questions / Notes
ROUTE-21,Granito,As a user I want to use /granito/taxas to manage Granito rates,GraniteRates CRUD/activation affects future calculations.,Verified,-,-,Static,src/pages/GraniteRates.tsx,Runtime not executed.
ROUTE-22,Operação & Suporte,As a user I want to use /revisao to fix pending items and recompute the canonical gate,Revisao uses save_bl_review (recomputes canonical gate); attempts calculate + auto-invoice only when the canonical list is empty.,Verified,-,-,Vitest + SQL-contract,src/pages/Revisao.tsx; src/services/review.ts,-
ROUTE-23,Clientes,"As a user I want to use /clientes to filter, create, import, export and delete customers",Clientes via useCustomers; customers/contacts + dependency/delete RPCs; updates retroactive links and caches.,Verified,-,-,Vitest,src/pages/Clientes.tsx; src/hooks/useCustomers.ts,-
ROUTE-24,Clientes,"As a user I want to use /clientes/:cnpj to edit record, contacts and Portal account",ClienteFicha; provision-portal-user; activation requires auth_user_id; invalidates record/lists.,Verified,-,-,Vitest,src/pages/ClienteFicha.tsx; src/services/customers.ts,-
ROUTE-25,Taxas Locais,"As a user I want to use /taxas-locais to manage tables, items and overrides",TaxasLocais CRUD on charge tables/items/overrides; invalidates queryKeys.charges.* families.,Verified,-,-,Vitest,src/pages/TaxasLocais.tsx,-
ROUTE-26,Faturamento,As a user I want to use /faturamento to validate B/Ls and issue individual/consolidated invoices; manage lifecycle,"Faturamento + InvoiceDetailModal: invoice/ledger RPCs; payment, cancel, refund, print; keeps balance/states coherent; invalidates financial caches.",Verified,-,-,Vitest + SQL-contract,src/pages/Faturamento.tsx; src/components/.../InvoiceDetailModal.tsx,-
ROUTE-27,Demurrage,As a user I want to use /demurrage to track containers and manage demurrage invoices,"Demurrage services + exchange rates; calc by dates/rates, ROE freeze, PIX/reversal RPCs, own caches.",Verified,-,-,Vitest,src/pages/Demurrage.tsx,-
ROUTE-28,Demurrage,As a user I want to use /demurrage/taxas to manage demurrage rates,DemurrageRates CRUD/activation on demurrage_rates updates future calculation; delete behind confirm dialog.,Verified,-,-,Vitest,src/pages/DemurrageRates.tsx; DemurrageRates.behavior.test.tsx,DEF: behavior test was missing the ConfirmDialog provider mock after the page adopted useConfirm (commit 864f818); fixed in this loop.
ROUTE-29,Conciliação PIX,"As a user I want to use /reconciliacao to import statement, classify and confirm PIX; reverse payments",Reconciliacao: confirm_unified_pix_matches; history + reversal RPCs with justification; propagates payment and invalidates local/demurrage domains.,Verified,-,-,Vitest + SQL-contract,src/pages/Reconciliacao.tsx; src/services/reconciliacao.ts,-
ROUTE-30,Operação & Suporte,"As a user I want to use /alertas to filter, acknowledge and close alerts",Alertas via useOperationalAlerts; updates alerts; invalidates op-count and dashboard.,Verified,-,-,Static,src/pages/Alertas.tsx; src/services/alerts.ts,Runtime not executed.
ROUTE-31,Operação & Suporte,As a user I want to use /relatorios to query and export XLSX reports,Relatorios reads B/Ls/invoices/customers/demurrage; per-tab/filter caches; export generates a local file.,Verified,-,-,Vitest,src/pages/Relatorios.tsx; src/services/reports.ts,-
ROUTE-32,Operação & Suporte,As a user I want to use /line-up-tv to reach legacy Line-Up admin,LineUpTV redirects (replace) to /painel.,Verified,-,-,Static,src/pages/LineUpTV.tsx,-
ROUTE-33,Operação & Suporte,As a user I want to use /line-up-tv/display to show and refresh the protected Line-Up TV,"LineUpTVDisplay via fetchLineUpSnapshot; cache [lineup-tv-display-v2], rotation, fullscreen.",Verified,-,-,Static,src/pages/LineUpTVDisplay.tsx,Runtime blocked.
ROUTE-34,Chegadas/Saídas,"As a user I want to use /chegadas-saidas to manage, import, sort and archive the schedule",ChegadasSaidas via useVesselSchedules; vessel_schedules + ended_vessels; realtime also invalidates the Portal widget.,Verified,-,-,Static,src/pages/ChegadasSaidas.tsx; src/services/vesselSchedules.ts,Runtime not executed.
ROUTE-35,Operação & Suporte,As a user I want to use /admin/usuarios to change role/active and consult audit/metrics,"AdminUsuarios under ProtectedRoute adminOnly; profiles + audit logs; invalidates users, audit, metrics. Dedicated error states for logs/metrics tabs (DEF-061/062).",Verified,-,-,Vitest,src/pages/AdminUsuarios.tsx; AdminUsuarios.behavior.test.tsx,-
ROUTE-36,Manifestos & EDI,As a user I want to use /vazios to be redirected from a compatibility route,Navigate (replace) to /embarquevazios.,Verified,-,-,Static,src/App.tsx,-
ROUTE-37,Demurrage,As a user I want to use /demurrage/invoices to be redirected from a legacy route,Navigate (replace) to /demurrage.,Verified,-,-,Static,src/App.tsx,-
ROUTE-38,Conciliação PIX,As a user I want to use /demurrage/reconciliacao to be redirected from a legacy route,Navigate (replace) to /reconciliacao.,Verified,-,-,Static,src/App.tsx,-
ROUTE-39,Operação & Suporte,As a user I want to use * to be redirected from an unknown route,Navigate (replace) to /painel.,Verified,-,-,Static,src/App.tsx,Depends on config/auth state.
RPC-01,Taxas Locais,As the platform I call supabase.rpc('add_manual_bl_charge'),"Inserts charge_calculations, adjusts bls, audits; blocks already-invoiced B/L. Auth: auth.uid()+is_active_user(); PUBLIC revoked; authenticated.",Tested-Pass,-,-,SQL-contract,chargeOperationsService.ts; guardManualChargesMigration.test.ts,-
RPC-02,Faturamento,As the platform I call supabase.rpc('add_manual_invoice_charge'),"Inserts invoice_items, recalculates invoice, clears/regenerates PIX, audits. Auth: auth.uid()+active+admin; INVOKER.",Tested-Pass,-,-,SQL-contract,billing.ts; guardManualChargesMigration.test.ts,-
RPC-03,Manifestos / CE Mercante,As the platform I call supabase.rpc('apply_ce_mercante_manifest'),"Batch update of bls.ce_mercante with audit (INVOKER, caller RLS). Auth: PUBLIC/anon revoked; authenticated.",Spec’d,-,-,Static,ceMercanteImport.ts,-
RPC-04,Manifestos / CE Mercante,As the platform I call supabase.rpc('apply_ce_mercante_update'),Updates CE of one B/L and audits; returns unchanged when no change. Auth: caller RLS; PUBLIC revoked; authenticated.,Tested-Pass,-,-,Integration (not run),ceMercanteImport.ts; supabase.integration.test.ts,-
RPC-05,Revisão / Clientes,As the platform I call supabase.rpc('approve_customer_reconciliation'),"Approves queue, links/updates B/L and contact, audits. Auth: active+authenticated; DEFINER.",Spec’d,-,-,Static,chargeReconciliationService.ts,-
RPC-06,Chegadas/Saídas,As the platform I call supabase.rpc('archive_vessel_schedule'),Snapshots an ended vessel into ended_vessels and removes the schedule. Auth: active.,Verified,-,-,Vitest,src/services/vesselSchedules.ts,-
RPC-07,Faturamento / Ledger,As the platform I call supabase.rpc('backfill_invoice_receivable_links'),Reconstructs invoice_receivable_links for legacy invoices. Auth: admin (ledger maintenance).,Tested-Pass,-,-,Integration (not run),billingLedger.ts; supabase.integration.test.ts,-
RPC-08,Manifestos / B/L,As the platform I call supabase.rpc('bl_timeline'),Read-only humanized B/L timeline (50/page); Auditoria is the justified subset. Auth: is_active_user(); PUBLIC/anon revoked; authenticated.,Verified,-,-,Vitest + SQL-contract,blTimeline.ts; 20260619190144_bl_timeline_rpc.sql,-
RPC-09,Taxas Locais,As the platform I call supabase.rpc('calculate_bl_local_charges'),"Recreates automatic lines, applies table/override, updates status/hold. Auth: requires auth.uid() but NOT is_active_user().",Verified,-,-,SQL-contract,chargeOperationsService.ts; 20260612144751_*.sql,RESOLVED: is_active_user() gate added in 20260624100100_guard_definer_rpcs_active_user.sql (ADR 0004); SQL readers converted to plpgsql (query preserved via RETURN QUERY). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-10,Faturamento / Veículos,As the platform I call supabase.rpc('cancel_invoice'),"Cancels unpaid invoice, updates batch + B/L/Granito financial state, audits. Auth: authenticated+active+admin; DEFINER.",Tested-Pass,-,-,Integration (not run),billing.ts; vehicleImport.ts,-
RPC-11,Conciliação PIX,As the platform I call supabase.rpc('confirm_unified_pix_matches'),Reconciles local (TXID/value) and demurrage in one transaction; any error aborts the batch. Auth: authenticated; delegates to guarded RPCs.,Verified,-,-,Vitest + SQL-contract,reconciliacao.ts,-
RPC-12,Painel,As the platform I call supabase.rpc('count_distinct_containers'),Read-only aggregate for dashboard (INVOKER). Auth: caller RLS; PUBLIC revoked; authenticated.,Verified,-,-,Static,src/pages/Painel.tsx,-
RPC-13,Clientes,As the platform I call supabase.rpc('create_customer_with_contacts'),Atomically creates a customer and its contacts. Auth: active.,Verified,-,-,Vitest,src/services/customers.ts,-
RPC-14,Demurrage,As the platform I call supabase.rpc('create_demurrage_invoice_with_items'),Creates a demurrage invoice with frozen line items in one transaction. Auth: active+admin.,Verified,-,-,Vitest,src/services/demurrage/demurrageInvoices.ts,-
RPC-15,Faturamento,As the platform I call supabase.rpc('create_invoice_from_bls'),Legacy invoice creation from B/Ls (superseded by *_with_ledger). Auth: authenticated+active+admin.,Tested-Pass,-,-,Integration (not run),billing.ts; supabase.integration.test.ts,-
RPC-16,Faturamento / Ledger,As the platform I call supabase.rpc('create_invoice_from_bls_with_ledger'),"Validates caller, runs revoked core + link_invoice_to_ledger; frontend persists PIX fallback. Auth: authenticated+active+admin.",Tested-Pass,-,-,Integration (not run),billing.ts,-
RPC-17,Granito / Faturamento,As the platform I call supabase.rpc('create_invoice_from_granite_bls'),"Creates Granito invoice/items/links, updates granite_bls, avoids duplicate active invoice. Auth: authenticated+active+admin.",Spec’d,-,-,Static,billing.ts,-
RPC-18,Faturamento / Ledger,As the platform I call supabase.rpc('create_local_consolidated_invoice'),"Creates consolidated invoice, links and lifecycle event. Auth: authenticated+active+admin; wrapper -> private core.",Spec’d,-,-,Static,billingLedger.ts,-
RPC-19,Taxas Locais,As the platform I call supabase.rpc('delete_manual_bl_charge'),Deletes only an eligible manual line and audits; blocks invoice-protected B/L. Auth: authenticated+active.,Tested-Pass,-,-,SQL-contract,chargeOperationsService.ts; guardManualChargesMigration.test.ts,-
RPC-20,Faturamento,As the platform I call supabase.rpc('delete_manual_invoice_charge'),"Deletes a manual item from an open invoice, recalculates total, audits. Auth: authenticated+active+admin; INVOKER.",Tested-Pass,-,-,SQL-contract,billing.ts; guardManualChargesMigration.test.ts,-
RPC-21,Alertas / Faturamento,As the platform I call supabase.rpc('detect_overdue_invoices'),Marks overdue local invoices and creates non-duplicate alerts. Auth: anon/PUBLIC revoked; NO internal active/admin check.,Verified,-,-,SQL-contract,alerts.ts; 024_detect_overdue_invoices.sql,RESOLVED: is_active_user() gate added in 20260624100100_guard_definer_rpcs_active_user.sql (ADR 0004); SQL readers converted to plpgsql (query preserved via RETURN QUERY). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-22,Clientes / Portal,As the platform I call supabase.rpc('get_customer_portal_account'),Reads Portal account and Auth state for admin/review. Auth: authenticated+active+admin; DEFINER.,Spec’d,-,-,Static,customers.ts,-
RPC-23,Baplie,As the platform I call supabase.rpc('import_baplie_staging_transactional'),Atomically replaces Baplie staging for a voyage. Auth: authenticated+active+admin; anon revoked.,Verified,-,-,Vitest,baplieImport.ts,-
RPC-24,Manifestos & EDI,As the platform I call supabase.rpc('import_breakbulk_manifest_transactional'),Atomic breakbulk import (converted from non-atomic path in QA loop). Auth: active.,Verified,-,-,Vitest + SQL-contract,breakbulkImport.ts; 20260623095500_*.sql,-
RPC-25,Granito,As the platform I call supabase.rpc('import_granite_manifest_transactional'),Atomic Granito manifest import. Auth: active.,Verified,-,-,Vitest,graniteImport.ts,-
RPC-26,Manifestos,As the platform I call supabase.rpc('import_manifest_transactional'),"Atomic CNTR import core (duplicate hash 23505, rate limit P0429). Auth: authenticated; internal identity/RLS.",Tested-Pass,-,-,Integration (not run),manifestImport.ts; supabase.integration.test.ts,-
RPC-27,Manifestos,As the platform I call supabase.rpc('import_manifest_with_postprocess_transactional'),"Imports manifest, POL/POD schedules, contacts, canonical gate and post-processed billing in one transaction. Auth: PUBLIC/anon revoked; authenticated.",Verified,-,-,Vitest,manifestImport.ts,-
RPC-28,Manifestos & EDI,As the platform I call supabase.rpc('import_vazios_bookings_transactional'),Atomic empties-booking import per voyage. Auth: active.,Verified,-,-,Vitest,vaziosImport.ts,-
RPC-29,Manifestos & EDI,As the platform I call supabase.rpc('import_vazios_importacao_transactional'),Atomic import-empties import (converted in QA loop). Auth: active.,Verified,-,-,Vitest + SQL-contract,vaziosImportacaoImport.ts; 20260623111000_*.sql,-
RPC-30,Veículos,As the platform I call supabase.rpc('import_vehicle_rows_transactional'),Atomically inserts vehicles; relationships validated by trigger. Auth: authenticated+active; anon revoked.,Verified,-,-,Vitest,vehicleImport.ts,-
RPC-31,Faturamento / Ledger,As the platform I call supabase.rpc('link_invoice_to_ledger'),Links a created invoice to receivables/ledger. Auth: invoked by ledger wrappers.,Tested-Pass,-,-,Integration (not run),billing.ts; supabase.integration.test.ts,-
RPC-32,Taxas Locais,As the platform I call supabase.rpc('list_bl_local_charge_lines'),Reads charge lines/items per B/L. Auth: PUBLIC revoked; authenticated; NO internal check.,Verified,-,-,SQL-contract,chargeOperationsService.ts; 016_local_charges_stage_a.sql,RESOLVED: is_active_user() gate added in 20260624100100_guard_definer_rpcs_active_user.sql (ADR 0004); SQL readers converted to plpgsql (query preserved via RETURN QUERY). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-33,Faturamento / Ledger,As the platform I call supabase.rpc('list_consolidatable_receivables'),Reads balances/eligibility and open links for consolidation. Auth: authenticated+active.,Tested-Pass,-,-,Integration (not run),billingLedger.ts; supabase.integration.test.ts,-
RPC-34,Revisão / Clientes,As the platform I call supabase.rpc('list_customer_reconciliation_queue'),Reads the reconciliation queue. Auth: PUBLIC revoked; authenticated; NO internal check.,Verified,-,-,SQL-contract,chargeReconciliationService.ts; 025_*.sql,RESOLVED: is_active_user() gate added in 20260624100100_guard_definer_rpcs_active_user.sql (ADR 0004); SQL readers converted to plpgsql (query preserved via RETURN QUERY). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-35,Faturamento,As the platform I call supabase.rpc('list_invoice_details'),"Reads invoice, B/Ls, items and payments; client backfills consolidated/PIX best-effort. Auth: authenticated+active+admin; INVOKER.",Verified,-,-,Vitest,billing.ts,-
RPC-36,Faturamento / Ledger,As the platform I call supabase.rpc('list_invoice_refunds'),Read-only pending/settled refunds (INVOKER). Auth: admin RLS on invoice_refunds; authenticated.,Tested-Pass,-,-,SQL-contract,billingLedger.ts; settleInvoiceRefundsMigration.test.ts,-
RPC-37,Taxas Locais,As the platform I call supabase.rpc('list_manual_charge_items_for_bl'),Reads eligible manual items and overrides. Auth: PUBLIC revoked; authenticated; NO internal check.,Verified,-,-,SQL-contract,chargeOperationsService.ts; 019_*.sql,RESOLVED: is_active_user() gate added in 20260624100100_guard_definer_rpcs_active_user.sql (ADR 0004); SQL readers converted to plpgsql (query preserved via RETURN QUERY). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-38,Taxas Locais,As the platform I call supabase.rpc('mark_bl_charges_reviewed'),Moves calculations/B/L to reviewed and audits. Auth: authenticated+active.,Spec’d,-,-,Static,chargeOperationsService.ts,-
RPC-39,Taxas Locais / Faturamento,As the platform I call supabase.rpc('mark_bl_ready_and_create_invoice'),Marks ready and creates invoice+ledger atomically; any failure rolls back both. Auth: authenticated+active+admin; INVOKER.,Spec’d,-,-,Static,billing.ts,-
RPC-40,Taxas Locais / Faturamento,As the platform I call supabase.rpc('mark_bl_ready_for_billing'),"Revalidates canonical gate/client/lines/BRL/active table; updates calc/B/L, audits, may auto-issue. Auth: authenticated+active; anon revoked.",Tested-Pass,-,-,SQL-contract,chargeOperationsService.ts; guardInvoiceableReadyStateMigration.test.ts,-
RPC-41,Faturamento,As the platform I call supabase.rpc('mark_bls_ready_and_create_invoice'),Batch variant of mark-ready + atomic invoice creation. Auth: authenticated+active+admin.,Verified,-,-,Vitest,billing.ts,-
RPC-42,Portal / Auth,As the platform I call supabase.rpc('portal_get_session_overview_v2'),Reads overview and updates last_login_at; requires auth.uid()+active linked account. Auth: PUBLIC revoked; authenticated.,Verified,-,-,Vitest,usePortalAuth.tsx,-
RPC-43,Portal / Operação,As the platform I call supabase.rpc('portal_list_operation_bls'),"Reads own B/Ls/containers and derives free time/demurrage; CE-gated. Auth: current_portal_customer_id() + CE; grant authenticated,anon.",Verified,-,-,SQL-contract,portalOperation.ts; portalCeMercanteGateMigration.test.ts,RESOLVED: anon EXECUTE revoked in 20260624100000_revoke_anon_portal_read_rpcs.sql (ADR 0013). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-44,Conciliação PIX / Ledger,As the platform I call supabase.rpc('reconcile_invoice_payment_by_txid'),Strict TXID match; records payment/settlement; updates invoice/receivables. Auth: authenticated+active+admin.,Tested-Pass,-,-,Integration (not run),billingLedger.ts; supabase.integration.test.ts,-
RPC-45,Faturamento,As the platform I call supabase.rpc('register_invoice_payment'),"Inserts payment, updates invoice/B/L balance/status, audits. Auth: authenticated+active+admin; INVOKER.",Tested-Pass,-,-,Integration (not run),billing.ts; supabase.integration.test.ts,-
RPC-46,Faturamento / Ledger,As the platform I call supabase.rpc('register_ledger_invoice_payment'),"Allocates in ledger, updates receivables/links/invoice/B/Ls, lifecycle + refund for manual overpayment. Auth: authenticated+active+admin.",Tested-Pass,-,-,SQL-contract,billingLedger.ts; ledgerPartialPaymentsMigration.test.ts,-
RPC-47,Revisão / Clientes,As the platform I call supabase.rpc('reject_customer_reconciliation'),"Rejects queue, updates B/L and audits. Auth: authenticated+active.",Spec’d,-,-,Static,chargeReconciliationService.ts,-
RPC-48,Chegadas/Saídas,As the platform I call supabase.rpc('reorder_vessel_schedules'),Persists a new display order for vessel_schedules. Auth: active.,Verified,-,-,Vitest,vesselSchedules.ts,-
RPC-49,Vazios de Importação,As the platform I call supabase.rpc('replace_vazios_from_baplie_transactional'),Atomically replaces import empties from Baplie source. Auth: active.,Verified,-,-,Vitest,vaziosImportacaoImport.ts,-
RPC-50,Conciliação PIX / Demurrage,As the platform I call supabase.rpc('reverse_demurrage_payment'),"Removes demurrage settlement, reverts status, audits mandatory justification. Auth: authenticated+active+admin; justification required.",Tested-Pass,-,-,SQL-contract,reconciliacao.ts; reversalJustificationMigration.test.ts,-
RPC-51,Conciliação PIX / Ledger,As the platform I call supabase.rpc('reverse_invoice_payment'),"Reverses settlement/payment, reopens receivables/links, fixes invoice and bls.financial_status, audits. Auth: authenticated+active+admin; justification required.",Tested-Pass,-,-,SQL-contract,reconciliacao.ts; reversalBlsFinancialStatusMigration.test.ts,-
RPC-52,Faturamento,As the platform I call supabase.rpc('run_billing_for_import_batch'),Runs billing post-processing for an import batch (now decoupled from import fn). Auth: active+admin.,Verified,-,-,Vitest,billing.ts; 20260623130000_*.sql,-
RPC-53,Demurrage,As the platform I call supabase.rpc('save_bl_demurrage_config'),Atomically saves per-B/L demurrage config (converted in QA loop). Auth: active.,Verified,-,-,Vitest + SQL-contract,BlDemurrageSection.tsx; 20260623112000_*.sql,-
RPC-54,B/L / Revisão / Demurrage,As the platform I call supabase.rpc('save_bl_review'),"Optimistic lock PT409, updates fields, recomputes gate/notes, audits real state, syncs queue. Auth: authenticated+active; p_changed_by=auth.uid().",Tested-Pass,-,-,SQL-contract + Integration (not run),review.ts; reviewGateHardeningMigration.test.ts,-
RPC-55,Granito / Revisão,As the platform I call supabase.rpc('save_granite_bl_review'),Atomic Granito B/L review (converted in QA loop). Auth: active.,Verified,-,-,Vitest + SQL-contract,review.ts; 20260623120000_*.sql,-
RPC-56,Clientes / Portal,As the platform I call supabase.rpc('set_customer_portal_account_active'),Toggles Portal account; blocks false active without auth_user_id/email. Auth: authenticated+active+admin.,Spec’d,-,-,Static,customers.ts,-
RPC-57,Viagens / Manifestos,As the platform I call supabase.rpc('set_import_batch_ce_master'),Atomically sets CE Master on an import batch (converted in QA loop). Auth: active.,Verified,-,-,Vitest + SQL-contract,voyages.ts; 20260623110000_*.sql,-
RPC-58,Faturamento / Ledger,As the platform I call supabase.rpc('settle_invoice_refund'),Moves refund pending -> settled and audits. Auth: authenticated+active+admin.,Tested-Pass,-,-,SQL-contract,billingLedger.ts; settleInvoiceRefundsMigration.test.ts,-
RPC-59,Faturamento / Ledger,As the platform I call supabase.rpc('sync_local_charge_receivable'),Synchronizes a B/L receivable from local charges. Auth: invoked by ledger flows.,Tested-Pass,-,-,Integration (not run),billing.ts; supabase.integration.test.ts,-
RPC-60,Clientes,As the platform I call supabase.rpc('update_customer_with_audit'),Updates a customer with audited change set. Auth: active.,Verified,-,-,Vitest,customers.ts,-
RPC-61,Taxas Locais,As the platform I call supabase.rpc('update_manual_bl_charge'),"Updates only an eligible manual line, recalculates, audits; blocks invoiced B/L. Auth: authenticated+active.",Tested-Pass,-,-,SQL-contract,chargeOperationsService.ts; guardManualChargesMigration.test.ts,-
